File Name,Author ID,Country,Text,Non-Independent Usage Rate,POS Bigrams,Particle Bigrams,Punctuation Preceding Tokens,Token Count,dependency_path_patterns,avg_root_distance,unique_dependencies,Dependency Pairs,Dependency Types,Max Dependency Depth,Avg Dependency Depth,Forward Dependencies,Backward Dependencies,sentence_length,subj_verb_order_ratio,obj_verb_order_ratio,adj_noun_order_ratio
JaJaJP001_02_1.txt,11001,Japan,　私は喫煙を規制することに賛成です。,0.6,PRON_ADP | ADP_NOUN | NOUN_ADP | ADP_VERB | VERB_AUX | AUX_NOUN | NOUN_ADP | ADP_NOUN | NOUN_AUX,は_を | を_に,,11,{'nmod-nsubj-case-obj-case-acl-aux-obl-case-ROOT-cop-punct': 1},5.333333333,10,"Counter({'nmod (賛成 -> \u3000)': 1, 'nsubj (賛成 -> 私)': 1, 'case (私 -> は)': 1, 'obj (規制 -> 喫煙)': 1, 'case (喫煙 -> を)': 1, 'acl (こと -> 規制)': 1, 'aux (規制 -> する)': 1, 'obl (賛成 -> こと)': 1, 'case (こと -> に)': 1, 'ROOT (賛成 -> 賛成)': 1, 'cop (賛成 -> です)': 1, 'punct (賛成 -> 。)': 1})","Counter({'case': 3, 'nmod': 1, 'nsubj': 1, 'obj': 1, 'acl': 1, 'aux': 1, 'obl': 1, 'ROOT': 1, 'cop': 1, 'punct': 1})",4,1.75,6,6,12,1,0.5,-1
JaJaJP001_02_1.txt,11001,Japan,大きな理由としては２つあります。,0.8,ADJ_NOUN | NOUN_ADP | ADP_AUX | AUX_SCONJ | SCONJ_ADP | ADP_NUM | NUM_NOUN | NOUN_VERB | VERB_AUX,と_て | て_は,,11,{'amod-obl-case-fixed-fixed-case-nummod-obl-ROOT-aux-punct': 1},4,8,"Counter({'amod (理由 -> 大きな)': 1, 'obl (あり -> 理由)': 1, 'case (理由 -> と)': 1, 'fixed (と -> し)': 1, 'fixed (と -> て)': 1, 'case (理由 -> は)': 1, 'nummod (つ -> ２)': 1, 'obl (あり -> つ)': 1, 'ROOT (あり -> あり)': 1, 'aux (あり -> ます)': 1, 'punct (あり -> 。)': 1})","Counter({'obl': 2, 'case': 2, 'fixed': 2, 'amod': 1, 'nummod': 1, 'ROOT': 1, 'aux': 1, 'punct': 1})",3,1.636363636,6,5,11,-1,-1,2
JaJaJP001_02_1.txt,11001,Japan,　一つめに、喫煙者のガンになり死亡する率が非喫煙者に比べて圧到的に高いということがあげられます。,0.533333333,NUM_NOUN | NOUN_NOUN | NOUN_ADP | ADP_NOUN | NOUN_ADP | ADP_NOUN | NOUN_ADP | ADP_VERB | VERB_VERB | VERB_AUX | AUX_NOUN | NOUN_ADP | ADP_NOUN | NOUN_NOUN | NOUN_ADP | ADP_VERB | VERB_SCONJ | SCONJ_NOUN | NOUN_X | X_PART | PART_AUX | AUX_ADJ | ADJ_ADP | ADP_VERB | VERB_NOUN | NOUN_ADP | ADP_VERB | VERB_AUX | AUX_AUX,に_の | の_に | に_が | が_に | に_て | て_と | と_が,に,34,{'advcl-compound-compound-obl-case-punct-nmod-case-obl-case-advcl-acl-aux-nsubj-case-compound-obl-case-advcl-mark-compound-advcl-mark-cop-acl-case-fixed-nsubj-case-ROOT-aux-aux-punct': 1},15.6,13,"Counter({'advcl (あげ -> \u3000)': 1, 'compound (め -> 一)': 1, 'compound (め -> つ)': 1, 'obl (あげ -> め)': 1, 'case (め -> に)': 1, 'punct (め -> 、)': 1, 'nmod (ガン -> 喫煙者)': 1, 'case (喫煙者 -> の)': 1, 'obl (なり -> ガン)': 1, 'case (ガン -> に)': 1, 'advcl (死亡 -> なり)': 1, 'acl (率 -> 死亡)': 1, 'aux (死亡 -> する)': 1, 'nsubj (高い -> 率)': 1, 'case (率 -> が)': 1, 'compound (喫煙者 -> 非)': 1, 'obl (比べ -> 喫煙者)': 1, 'case (喫煙者 -> に)': 1, 'advcl (高い -> 比べ)': 1, 'mark (比べ -> て)': 1, 'compound (高い -> 圧)': 1, 'advcl (高い -> 到)': 1, 'mark (到 -> 的)': 1, 'cop (到 -> に)': 1, 'acl (こと -> 高い)': 1, 'case (高い -> と)': 1, 'fixed (と -> いう)': 1, 'nsubj (あげ -> こと)': 1, 'case (こと -> が)': 1, 'ROOT (あげ -> あげ)': 1, 'aux (あげ -> られ)': 1, 'aux (あげ -> ます)': 1, 'punct (あげ -> 。)': 1})","Counter({'case': 7, 'advcl': 4, 'compound': 4, 'obl': 3, 'aux': 3, 'punct': 2, 'acl': 2, 'nsubj': 2, 'mark': 2, 'nmod': 1, 'cop': 1, 'fixed': 1, 'ROOT': 1})",8,3.303030303,16,17,33,2,3.75,1
JaJaJP001_02_1.txt,11001,Japan,これは喫煙者本人にとってのデメリットですが、それに加えて家庭に喫煙者がいるだけで家族のガン死亡率は数倍にあがります。,0.625,PRON_ADP | ADP_NOUN | NOUN_NOUN | NOUN_ADP | ADP_VERB | VERB_SCONJ | SCONJ_ADP | ADP_NOUN | NOUN_AUX | AUX_SCONJ | SCONJ_PRON | PRON_ADP | ADP_VERB | VERB_SCONJ | SCONJ_NOUN | NOUN_ADP | ADP_NOUN | NOUN_ADP | ADP_VERB | VERB_PART | PART_ADP | ADP_NOUN | NOUN_ADP | ADP_NOUN | NOUN_NOUN | NOUN_ADP | ADP_NUM | NUM_NOUN | NOUN_ADP | ADP_VERB | VERB_AUX,は_に | に_て | て_の | の_が | が_に | に_て | て_に | に_が | が_だけ | だけ_で | で_の | の_は | は_に,が,40,{'nsubj-case-compound-nmod-case-fixed-fixed-case-advcl-cop-mark-punct-obl-case-advcl-mark-obl-case-nsubj-case-advcl-mark-case-nmod-case-compound-nsubj-case-nummod-obl-case-ROOT-aux-punct': 1},14.16666667,13,"Counter({'nsubj (デメリット -> これ)': 1, 'case (これ -> は)': 1, 'compound (本人 -> 喫煙者)': 1, 'nmod (デメリット -> 本人)': 1, 'case (本人 -> に)': 1, 'fixed (に -> とっ)': 1, 'fixed (に -> て)': 1, 'case (本人 -> の)': 1, 'advcl (あがり -> デメリット)': 1, 'cop (デメリット -> です)': 1, 'mark (デメリット -> が)': 1, 'punct (デメリット -> 、)': 1, 'obl (加え -> それ)': 1, 'case (それ -> に)': 1, 'advcl (いる -> 加え)': 1, 'mark (加え -> て)': 1, 'obl (いる -> 家庭)': 1, 'case (家庭 -> に)': 1, 'nsubj (いる -> 喫煙者)': 1, 'case (喫煙者 -> が)': 1, 'advcl (あがり -> いる)': 1, 'mark (いる -> だけ)': 1, 'case (いる -> で)': 1, 'nmod (死亡率 -> 家族)': 1, 'case (家族 -> の)': 1, 'compound (死亡率 -> ガン)': 1, 'nsubj (あがり -> 死亡率)': 1, 'case (死亡率 -> は)': 1, 'nummod (倍 -> 数)': 1, 'obl (あがり -> 倍)': 1, 'case (倍 -> に)': 1, 'ROOT (あがり -> あがり)': 1, 'aux (あがり -> ます)': 1, 'punct (あがり -> 。)': 1})","Counter({'case': 10, 'nsubj': 3, 'advcl': 3, 'mark': 3, 'obl': 3, 'compound': 2, 'nmod': 2, 'fixed': 2, 'punct': 2, 'cop': 1, 'nummod': 1, 'ROOT': 1, 'aux': 1})",4,2.205882353,19,15,34,2.5,2.5,-1
JaJaJP001_02_1.txt,11001,Japan,なぜかというとタバコの煙には大量のガン誘発物質が含まれていて、それはとなりでタバコを６本吸われると自分で１本吸ったのと同じだけの影響があると言われているほどです。,0.679245283,ADV_PART | PART_ADP | ADP_VERB | VERB_SCONJ | SCONJ_NOUN | NOUN_ADP | ADP_NOUN | NOUN_ADP | ADP_ADP | ADP_ADJ | ADJ_ADP | ADP_NOUN | NOUN_NOUN | NOUN_NOUN | NOUN_ADP | ADP_VERB | VERB_AUX | AUX_SCONJ | SCONJ_VERB | VERB_SCONJ | SCONJ_PRON | PRON_ADP | ADP_NOUN | NOUN_ADP | ADP_NOUN | NOUN_ADP | ADP_NUM | NUM_NOUN | NOUN_VERB | VERB_AUX | AUX_SCONJ | SCONJ_NOUN | NOUN_ADP | ADP_NUM | NUM_NOUN | NOUN_VERB | VERB_AUX | AUX_SCONJ | SCONJ_ADP | ADP_ADJ | ADJ_ADP | ADP_ADP | ADP_NOUN | NOUN_ADP | ADP_VERB | VERB_ADP | ADP_VERB | VERB_AUX | AUX_SCONJ | SCONJ_VERB | VERB_PART | PART_AUX,か_と | と_と | と_の | の_に | に_は | は_の | の_が | が_て | て_て | て_は | は_で | で_を | を_と | と_で | で_の | の_と | と_だけ | だけ_の | の_が | が_と | と_て | て_ほど,て,58,{'advmod-mark-case-advcl-mark-nmod-case-obl-case-case-nmod-case-compound-compound-nsubj-case-advcl-aux-mark-fixed-mark-punct-dislocated-case-obl-case-obj-case-nummod-obl-advcl-aux-mark-obl-case-nummod-obl-advcl-aux-mark-case-nmod-case-case-nsubj-case-ccomp-case-ROOT-aux-mark-fixed-mark-aux-punct': 1},21.375,16,"Counter({'mark (含ま -> て)': 2, 'advmod (いう -> なぜ)': 1, 'mark (なぜ -> か)': 1, 'case (なぜ -> と)': 1, 'advcl (含ま -> いう)': 1, 'mark (いう -> と)': 1, 'nmod (煙 -> タバコ)': 1, 'case (タバコ -> の)': 1, 'obl (含ま -> 煙)': 1, 'case (煙 -> に)': 1, 'case (煙 -> は)': 1, 'nmod (物質 -> 大量)': 1, 'case (大量 -> の)': 1, 'compound (物質 -> ガン)': 1, 'compound (物質 -> 誘発)': 1, 'nsubj (含ま -> 物質)': 1, 'case (物質 -> が)': 1, 'advcl (言わ -> 含ま)': 1, 'aux (含ま -> れ)': 1, 'fixed (て -> い)': 1, 'punct (含ま -> 、)': 1, 'dislocated (ある -> それ)': 1, 'case (それ -> は)': 1, 'obl (吸わ -> となり)': 1, 'case (となり -> で)': 1, 'obj (吸わ -> タバコ)': 1, 'case (タバコ -> を)': 1, 'nummod (本 -> ６)': 1, 'obl (吸わ -> 本)': 1, 'advcl (同じ -> 吸わ)': 1, 'aux (吸わ -> れる)': 1, 'mark (吸わ -> と)': 1, 'obl (吸っ -> 自分)': 1, 'case (自分 -> で)': 1, 'nummod (本 -> １)': 1, 'obl (吸っ -> 本)': 1, 'advcl (同じ -> 吸っ)': 1, 'aux (吸っ -> た)': 1, 'mark (吸っ -> の)': 1, 'case (吸っ -> と)': 1, 'nmod (影響 -> 同じ)': 1, 'case (同じ -> だけ)': 1, 'case (同じ -> の)': 1, 'nsubj (ある -> 影響)': 1, 'case (影響 -> が)': 1, 'ccomp (言わ -> ある)': 1, 'case (ある -> と)': 1, 'ROOT (言わ -> 言わ)': 1, 'aux (言わ -> れ)': 1, 'mark (言わ -> て)': 1, 'fixed (て -> いる)': 1, 'mark (言わ -> ほど)': 1, 'aux (言わ -> です)': 1, 'punct (言わ -> 。)': 1})","Counter({'case': 15, 'mark': 8, 'obl': 5, 'aux': 5, 'advcl': 4, 'nmod': 3, 'compound': 2, 'nsubj': 2, 'fixed': 2, 'punct': 2, 'nummod': 2, 'advmod': 1, 'dislocated': 1, 'obj': 1, 'ccomp': 1, 'ROOT': 1})",6,3.272727273,32,23,55,5,6,5
JaJaJP001_02_1.txt,11001,Japan,これは喫煙者本人のみの問題ではなくまったく関係のない人間までもおとしいれる深刻*な問題です。,0.636363636,PRON_ADP | ADP_NOUN | NOUN_NOUN | NOUN_ADP | ADP_ADP | ADP_NOUN | NOUN_AUX | AUX_ADP | ADP_AUX | AUX_ADV | ADV_NOUN | NOUN_ADP | ADP_ADJ | ADJ_NOUN | NOUN_ADP | ADP_ADP | ADP_ADJ | ADJ_ADJ | ADJ_AUX | AUX_NOUN | NOUN_AUX,は_のみ | のみ_の | の_で | で_は | は_の | の_まで | まで_も,,27,{'nsubj-case-compound-nmod-case-case-acl-cop-fixed-fixed-advmod-nmod-case-acl-obl-case-case-advcl-acl-aux-aux-ROOT-cop-punct': 1},14,13,"Counter({'nsubj (問題 -> これ)': 1, 'case (これ -> は)': 1, 'compound (本人 -> 喫煙者)': 1, 'nmod (問題 -> 本人)': 1, 'case (本人 -> のみ)': 1, 'case (本人 -> の)': 1, 'acl (問題 -> 問題)': 1, 'cop (問題 -> で)': 1, 'fixed (で -> は)': 1, 'fixed (で -> なく)': 1, 'advmod (ない -> まったく)': 1, 'nmod (ない -> 関係)': 1, 'case (関係 -> の)': 1, 'acl (人間 -> ない)': 1, 'obl (おとしいれる -> 人間)': 1, 'case (人間 -> まで)': 1, 'case (人間 -> も)': 1, 'advcl (深刻 -> おとしいれる)': 1, 'acl (問題 -> 深刻)': 1, 'aux (深刻 -> *)': 1, 'aux (深刻 -> な)': 1, 'ROOT (問題 -> 問題)': 1, 'cop (問題 -> です)': 1, 'punct (問題 -> 。)': 1})","Counter({'case': 6, 'acl': 3, 'nmod': 2, 'cop': 2, 'fixed': 2, 'aux': 2, 'nsubj': 1, 'compound': 1, 'advmod': 1, 'obl': 1, 'advcl': 1, 'ROOT': 1, 'punct': 1})",6,2.625,13,11,24,0,-1,1.333333333
JaJaJP001_02_1.txt,11001,Japan,　二つめに、子どもへの悪影響があげられます。,0.666666667,NUM_NOUN | NOUN_NOUN | NOUN_ADP | ADP_NOUN | NOUN_ADP | ADP_ADP | ADP_NOUN | NOUN_ADP | ADP_VERB | VERB_AUX | AUX_AUX,に_へ | へ_の | の_が,に,15,{'obl-compound-compound-obl-case-punct-nmod-case-case-nsubj-case-ROOT-aux-aux-punct': 1},7,8,"Counter({'obl (あげ -> \u3000)': 1, 'compound (め -> 二)': 1, 'compound (め -> つ)': 1, 'obl (あげ -> め)': 1, 'case (め -> に)': 1, 'punct (め -> 、)': 1, 'nmod (悪影響 -> 子ども)': 1, 'case (子ども -> へ)': 1, 'case (子ども -> の)': 1, 'nsubj (あげ -> 悪影響)': 1, 'case (悪影響 -> が)': 1, 'ROOT (あげ -> あげ)': 1, 'aux (あげ -> られ)': 1, 'aux (あげ -> ます)': 1, 'punct (あげ -> 。)': 1})","Counter({'case': 4, 'obl': 2, 'compound': 2, 'punct': 2, 'aux': 2, 'nmod': 1, 'nsubj': 1, 'ROOT': 1})",3,1.6,8,7,15,1,1,-1
JaJaJP001_02_1.txt,11001,Japan,タバコの煙が子どもの身体的成長をさまたげることはもちろん、子ども自身が自ら大人の悪影響をうけ吸ってしまう危険性があります。,0.482758621,NOUN_ADP | ADP_NOUN | NOUN_ADP | ADP_NOUN | NOUN_ADP | ADP_NOUN | NOUN_NOUN | NOUN_ADP | ADP_VERB | VERB_NOUN | NOUN_ADP | ADP_ADV | ADV_NOUN | NOUN_NOUN | NOUN_ADP | ADP_ADV | ADV_NOUN | NOUN_ADP | ADP_NOUN | NOUN_ADP | ADP_VERB | VERB_VERB | VERB_SCONJ | SCONJ_VERB | VERB_NOUN | NOUN_ADP | ADP_VERB | VERB_AUX,の_が | が_の | の_を | を_は | は_が | が_の | の_を | を_て | て_が,もちろん,37,{'nmod-case-nsubj-case-nmod-case-obj-compound-case-acl-nsubj-case-advmod-punct-compound-nsubj-case-advmod-nmod-case-obj-case-advcl-acl-mark-fixed-nsubj-case-ROOT-aux-punct': 1},14.83333333,13,"Counter({'nmod (煙 -> タバコ)': 1, 'case (タバコ -> の)': 1, 'nsubj (さまたげる -> 煙)': 1, 'case (煙 -> が)': 1, 'nmod (身体的 -> 子ども)': 1, 'case (子ども -> の)': 1, 'obj (さまたげる -> 身体的)': 1, 'compound (身体的 -> 成長)': 1, 'case (身体的 -> を)': 1, 'acl (こと -> さまたげる)': 1, 'nsubj (もちろん -> こと)': 1, 'case (こと -> は)': 1, 'advmod (吸っ -> もちろん)': 1, 'punct (もちろん -> 、)': 1, 'compound (自身 -> 子ども)': 1, 'nsubj (吸っ -> 自身)': 1, 'case (自身 -> が)': 1, 'advmod (うけ -> 自ら)': 1, 'nmod (悪影響 -> 大人)': 1, 'case (大人 -> の)': 1, 'obj (うけ -> 悪影響)': 1, 'case (悪影響 -> を)': 1, 'advcl (吸っ -> うけ)': 1, 'acl (危険性 -> 吸っ)': 1, 'mark (吸っ -> て)': 1, 'fixed (て -> しまう)': 1, 'nsubj (あり -> 危険性)': 1, 'case (危険性 -> が)': 1, 'ROOT (あり -> あり)': 1, 'aux (あり -> ます)': 1, 'punct (あり -> 。)': 1})","Counter({'case': 9, 'nsubj': 4, 'nmod': 3, 'obj': 2, 'compound': 2, 'acl': 2, 'advmod': 2, 'punct': 2, 'advcl': 1, 'mark': 1, 'fixed': 1, 'ROOT': 1, 'aux': 1})",8,4.387096774,15,16,31,3.5,4.666666667,-1
JaJaJP001_02_1.txt,11001,Japan,テレビドラマなどでタバコを吸うことが格好良いように描かれることは、子どもがマネをする可能性があるのでとても危険です。,0.620689655,NOUN_ADP | ADP_ADP | ADP_NOUN | NOUN_ADP | ADP_VERB | VERB_NOUN | NOUN_ADP | ADP_NOUN | NOUN_ADJ | ADJ_AUX | AUX_AUX | AUX_VERB | VERB_AUX | AUX_NOUN | NOUN_ADP | ADP_NOUN | NOUN_ADP | ADP_NOUN | NOUN_ADP | ADP_VERB | VERB_NOUN | NOUN_ADP | ADP_VERB | VERB_SCONJ | SCONJ_AUX | AUX_ADV | ADV_ADJ | ADJ_AUX,など_で | で_を | を_が | が_は | は_が | が_を | を_が | が_の,は,34,{'obl-case-case-obj-case-acl-nsubj-case-compound-advcl-aux-aux-acl-aux-nsubj-case-punct-nsubj-case-obj-case-acl-nsubj-case-advcl-mark-fixed-advmod-ROOT-aux-punct': 1},16.42857143,13,"Counter({'obl (吸う -> テレビドラマ)': 1, 'case (テレビドラマ -> など)': 1, 'case (テレビドラマ -> で)': 1, 'obj (吸う -> タバコ)': 1, 'case (タバコ -> を)': 1, 'acl (こと -> 吸う)': 1, 'nsubj (良い -> こと)': 1, 'case (こと -> が)': 1, 'compound (良い -> 格好)': 1, 'advcl (描か -> 良い)': 1, 'aux (良い -> よう)': 1, 'aux (良い -> に)': 1, 'acl (こと -> 描か)': 1, 'aux (描か -> れる)': 1, 'nsubj (危険 -> こと)': 1, 'case (こと -> は)': 1, 'punct (こと -> 、)': 1, 'nsubj (する -> 子ども)': 1, 'case (子ども -> が)': 1, 'obj (する -> マネ)': 1, 'case (マネ -> を)': 1, 'acl (可能性 -> する)': 1, 'nsubj (ある -> 可能性)': 1, 'case (可能性 -> が)': 1, 'advcl (危険 -> ある)': 1, 'mark (ある -> の)': 1, 'fixed (の -> で)': 1, 'advmod (危険 -> とても)': 1, 'ROOT (危険 -> 危険)': 1, 'aux (危険 -> です)': 1, 'punct (危険 -> 。)': 1})","Counter({'case': 8, 'nsubj': 4, 'aux': 4, 'acl': 3, 'obj': 2, 'advcl': 2, 'punct': 2, 'obl': 1, 'compound': 1, 'mark': 1, 'fixed': 1, 'advmod': 1, 'ROOT': 1})",7,3.451612903,16,15,31,2,3,2
JaJaJP001_02_1.txt,11001,Japan,タバコを子どもが吸うことは身体的成長を止める他、脳への悪影響が少なからずあります。,0.476190476,NOUN_ADP | ADP_NOUN | NOUN_ADP | ADP_VERB | VERB_NOUN | NOUN_ADP | ADP_NOUN | NOUN_NOUN | NOUN_ADP | ADP_VERB | VERB_NOUN | NOUN_NOUN | NOUN_ADP | ADP_ADP | ADP_NOUN | NOUN_ADP | ADP_ADJ | ADJ_AUX | AUX_VERB | VERB_AUX,を_が | が_は | は_を | を_へ | へ_の | の_が,他,26,{'obj-case-nsubj-case-acl-nsubj-case-obj-compound-case-acl-obl-punct-nmod-case-case-nsubj-case-advcl-aux-ROOT-aux-punct': 1},13.16666667,11,"Counter({'obj (吸う -> タバコ)': 1, 'case (タバコ -> を)': 1, 'nsubj (吸う -> 子ども)': 1, 'case (子ども -> が)': 1, 'acl (こと -> 吸う)': 1, 'nsubj (あり -> こと)': 1, 'case (こと -> は)': 1, 'obj (止める -> 身体的)': 1, 'compound (身体的 -> 成長)': 1, 'case (身体的 -> を)': 1, 'acl (他 -> 止める)': 1, 'obl (あり -> 他)': 1, 'punct (他 -> 、)': 1, 'nmod (悪影響 -> 脳)': 1, 'case (脳 -> へ)': 1, 'case (脳 -> の)': 1, 'nsubj (あり -> 悪影響)': 1, 'case (悪影響 -> が)': 1, 'advcl (あり -> 少なから)': 1, 'aux (少なから -> ず)': 1, 'ROOT (あり -> あり)': 1, 'aux (あり -> ます)': 1, 'punct (あり -> 。)': 1})","Counter({'case': 7, 'nsubj': 3, 'obj': 2, 'acl': 2, 'punct': 2, 'aux': 2, 'compound': 1, 'obl': 1, 'nmod': 1, 'advcl': 1, 'ROOT': 1})",4,2.217391304,12,11,23,2,2.333333333,0
